_EntriesKey,_Id,_AssetGroup,_Level,_NextAssetGroup,_ReleaseDate,_PrefabName,_ImageUiName,_LevelType,_NeedLevel,_Time,_Cost,_RmCost,_MaterialsId1,_MaterialsNum1,_MaterialsId2,_MaterialsNum2,_MaterialsId3,_MaterialsNum3,_MaterialsId4,_MaterialsNum4,_MaterialsId5,_MaterialsNum5,_EffectId,_EffType1,_EffType2,_EffArgs1,_EffArgs2,_EffArgs3,_CostMaxTime,_CostMax,_MaterialMaxTime,_MaterialMax,_Odds,_StaminaMaxTime,_StaminaMax,_EventEffectType,_EventEffectArgs
10020122,10020122,100201,22,10020123,,100201_IMG_02_02,TW02_100201_IMG_02_02,1,1,72000,2400,0,104001041,15,104001042,2,0,0,0,0,0,0,0,0,0,0,0,0,28800,6110,0,0,,0,0,0,0
10020123,10020123,100201,23,10020124,,100201_IMG_02_02,TW02_100201_IMG_02_02,1,1,79200,2600,0,104001041,15,104001042,2,0,0,0,0,0,0,0,0,0,0,0,0,28800,6270,0,0,,0,0,0,0
10020124,10020124,100201,24,10020125,,100201_IMG_02_02,TW02_100201_IMG_02_02,1,1,86400,2800,0,104001041,20,104001042,2,0,0,0,0,0,0,0,0,0,0,0,0,28800,6440,0,0,,0,0,0,0
10020125,10020125,100201,25,10020126,,100201_IMG_02_02,TW02_100201_IMG_02_02,1,1,100800,3000,0,104001041,20,104001042,2,0,0,0,0,0,0,0,0,0,0,0,0,28800,6600,0,0,,0,0,0,0
10020126,10020126,100201,26,10020127,,100201_IMG_02_03,TW02_100201_IMG_02_03,1,1,115200,3200,0,104001041,30,104001042,3,104001043,1,0,0,0,0,0,0,0,0,0,0,28800,6770,0,0,,0,0,0,0
10020127,10020127,100201,27,10020128,,100201_IMG_02_03,TW02_100201_IMG_02_03,1,1,129600,3400,0,104001041,30,104001042,3,104001043,1,0,0,0,0,0,0,0,0,0,0,28800,6930,0,0,,0,0,0,0
10020128,10020128,100201,28,10020129,,100201_IMG_02_03,TW02_100201_IMG_02_03,1,1,144000,3600,0,104001041,30,104001042,3,104001043,1,0,0,0,0,0,0,0,0,0,0,28800,7100,0,0,,0,0,0,0
10020129,10020129,100201,29,10020130,,100201_IMG_02_03,TW02_100201_IMG_02_03,1,1,158400,3800,0,104001041,40,104001042,3,104001043,1,0,0,0,0,0,0,0,0,0,0,28800,7260,0,0,,0,0,0,0
10020130,10020130,100201,30,10020131,,100201_IMG_02_03,TW02_100201_IMG_02_03,1,1,172800,4000,0,104001041,40,104001042,3,104001043,1,0,0,0,0,0,0,0,0,0,0,28800,7430,0,0,,0,0,0,0
10020131,10020131,100201,31,10020132,,100201_IMG_03_01,TW02_100201_IMG_03_01,1,1,180000,4200,0,104001041,50,104001042,5,104001043,2,104001044,1,0,0,0,0,0,0,0,0,28800,7590,0,0,,0,0,0,0
10020132,10020132,100201,32,10020133,,100201_IMG_03_01,TW02_100201_IMG_03_01,1,1,187200,4400,0,104001041,55,104001042,10,104001043,4,104001044,2,0,0,0,0,0,0,0,0,28800,7760,0,0,,0,0,0,0
10020133,10020133,100201,33,10020134,,100201_IMG_03_01,TW02_100201_IMG_03_01,1,1,194400,4600,0,104001041,65,104001042,15,104001043,6,104001044,3,0,0,0,0,0,0,0,0,28800,7920,0,0,,0,0,0,0
10020134,10020134,100201,34,10020135,,100201_IMG_03_01,TW02_100201_IMG_03_01,1,1,201600,4800,0,104001041,80,104001042,20,104001043,9,104001044,5,0,0,0,0,0,0,0,0,28800,8090,0,0,,0,0,0,0
10020135,10020135,100201,35,10020136,,100201_IMG_03_01,TW02_100201_IMG_03_01,1,1,208800,5000,0,104001041,100,104001042,30,104001043,12,104001044,7,0,0,0,0,0,0,0,0,28800,8250,0,0,,0,0,0,0
10020136,10020136,100201,36,10020137,,100201_IMG_03_02,TW02_100201_IMG_03_02,1,1,216000,5200,0,104001041,130,104001042,40,104001043,15,104001044,9,0,0,0,0,0,0,0,0,28800,8420,0,0,,0,0,0,0
10020137,10020137,100201,37,10020138,,100201_IMG_03_02,TW02_100201_IMG_03_02,1,1,223200,5400,0,104001041,160,104001042,50,104001043,20,104001044,12,0,0,0,0,0,0,0,0,28800,8580,0,0,,0,0,0,0
10020138,10020138,100201,38,10020139,,100201_IMG_03_02,TW02_100201_IMG_03_02,1,1,230400,5600,0,104001041,200,104001042,65,104001043,25,104001044,15,0,0,0,0,0,0,0,0,28800,8750,0,0,,0,0,0,0
10020139,10020139,100201,39,10020140,,100201_IMG_03_02,TW02_100201_IMG_03_02,1,1,237600,5800,0,104001041,260,104001042,80,104001043,30,104001044,18,0,0,0,0,0,0,0,0,28800,8910,0,0,,0,0,0,0
10020140,10020140,100201,40,10020141,,100201_IMG_03_02,TW02_100201_IMG_03_02,1,1,244800,6000,0,104001041,400,104001042,100,104001043,40,104001044,25,0,0,0,0,0,0,0,0,28800,9080,0,0,,0,0,0,0
10020141,10020141,100201,41,10020142,,100201_IMG_03_03,TW02_100201_IMG_03_03,1,1,244800,6200,0,104001041,540,104001042,120,104001043,50,104001044,32,0,0,0,0,0,0,0,0,28800,10000,0,0,,0,0,0,0
10020142,10020142,100201,42,10020143,,100201_IMG_03_03,TW02_100201_IMG_03_03,1,1,244800,6400,0,104001041,680,104001042,140,104001043,60,104001044,39,0,0,0,0,0,0,0,0,28800,20000,0,0,,0,0,0,0
10020143,10020143,100201,43,10020144,,100201_IMG_03_03,TW02_100201_IMG_03_03,1,1,244800,6600,0,104001041,820,104001042,160,104001043,70,104001044,46,0,0,0,0,0,0,0,0,28800,30000,0,0,,0,0,0,0
10020144,10020144,100201,44,10020145,,100201_IMG_03_03,TW02_100201_IMG_03_03,1,1,244800,6800,0,104001041,960,104001042,180,104001043,80,104001044,53,0,0,0,0,0,0,0,0,28800,40000,0,0,,0,0,0,0
10020145,10020145,100201,45,0,,100201_IMG_03_03,TW02_100201_IMG_03_03,1,1,244800,7000,0,104001041,1100,104001042,200,104001043,90,104001044,60,0,0,0,0,0,0,0,0,28800,50000,0,0,,0,0,0,0
10030101,10030101,100301,1,10030102,,100301_IMG_01_01,TW02_100301_IMG_01_01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43200,6,FortFruitOdds_1,43200,6,0,0
10030102,10030102,100301,2,10030103,,100301_IMG_01_01,TW02_100301_IMG_01_01,1,1,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42300,6,FortFruitOdds_1,42300,6,0,0
10030103,10030103,100301,3,10030104,,100301_IMG_01_01,TW02_100301_IMG_01_01,1,1,180,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42300,8,FortFruitOdds_1,42300,8,0,0
10030104,10030104,100301,4,10030105,,100301_IMG_01_02,TW02_100301_IMG_01_02,1,1,600,500,0,201005001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42300,8,FortFruitOdds_2,42300,8,0,0
10030105,10030105,100301,5,10030106,,100301_IMG_01_02,TW02_100301_IMG_01_02,1,1,1800,1000,0,201005001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,8,FortFruitOdds_2,41400,8,0,0
10030106,10030106,100301,6,10030107,,100301_IMG_01_02,TW02_100301_IMG_01_02,1,1,3600,2000,0,201005001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,10,FortFruitOdds_2,41400,10,0,0
10030107,10030107,100301,7,10030108,,100301_IMG_01_03,TW02_100301_IMG_01_03,1,1,10800,3000,0,201005001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,10,FortFruitOdds_3,41400,10,0,0
10030108,10030108,100301,8,10030109,,100301_IMG_01_03,TW02_100301_IMG_01_03,1,1,21600,5000,0,201005001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500,10,FortFruitOdds_3,40500,10,0,0
10030109,10030109,100301,9,10030110,,100301_IMG_01_03,TW02_100301_IMG_01_03,1,1,32400,7000,0,201005001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500,12,FortFruitOdds_3,40500,12,0,0
10030110,10030110,100301,10,10030111,,100301_IMG_02_01,TW02_100301_IMG_02_01,1,1,43200,9000,0,201005001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40500,12,FortFruitOdds_4,40500,12,0,0
10030111,10030111,100301,11,10030112,,100301_IMG_02_01,TW02_100301_IMG_02_01,1,1,54000,12000,0,201005001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39600,12,FortFruitOdds_4,39600,12,0,0
10030112,10030112,100301,12,10030113,,100301_IMG_02_01,TW02_100301_IMG_02_01,1,1,64800,15000,0,201005001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39600,13,FortFruitOdds_4,39600,13,0,0
10030113,10030113,100301,13,10030114,,100301_IMG_02_02,TW02_100301_IMG_02_02,1,1,75600,18000,0,201005001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39600,13,FortFruitOdds_5,39600,13,0,0
10030114,10030114,100301,14,10030115,,100301_IMG_02_02,TW02_100301_IMG_02_02,1,1,86400,21000,0,201005001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38700,13,FortFruitOdds_5,38700,13,0,0
10030115,10030115,100301,15,10030116,,100301_IMG_02_02,TW02_100301_IMG_02_02,1,1,115200,24000,0,201005001,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38700,14,FortFruitOdds_5,38700,14,0,0
10030116,10030116,100301,16,10030117,,100301_IMG_02_03,TW02_100301_IMG_02_03,1,1,144000,27000,0,201005001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38700,14,FortFruitOdds_6,38700,14,0,0
10030117,10030117,100301,17,10030118,,100301_IMG_02_03,TW02_100301_IMG_02_03,1,1,172800,30000,0,201005001,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,14,FortFruitOdds_6,37800,14,0,0
10030118,10030118,100301,18,10030119,,100301_IMG_02_03,TW02_100301_IMG_02_03,1,1,216000,35000,0,201005001,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,15,FortFruitOdds_6,37800,15,0,0
10030119,10030119,100301,19,10030120,,100301_IMG_03_01,TW02_100301_IMG_03_01,1,1,259200,40000,0,201005001,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37800,15,FortFruitOdds_7,37800,15,0,0
10030120,10030120,100301,20,10030121,,100301_IMG_03_01,TW02_100301_IMG_03_01,1,1,259200,50000,0,201005001,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36900,15,FortFruitOdds_7,36900,15,0,0
10030121,10030121,100301,21,10030122,,100301_IMG_03_01,TW02_100301_IMG_03_01,1,1,259200,60000,0,201005001,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36900,16,FortFruitOdds_7,36900,16,0,0
10030122,10030122,100301,22,10030123,,100301_IMG_03_02,TW02_100301_IMG_03_02,1,1,259200,80000,0,201005001,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36900,16,FortFruitOdds_8,36900,16,0,0
10030123,10030123,100301,23,10030124,,100301_IMG_03_02,TW02_100301_IMG_03_02,1,1,259200,100000,0,201005001,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,16,FortFruitOdds_8,36000,16,0,0
10030124,10030124,100301,24,10030125,,100301_IMG_03_02,TW02_100301_IMG_03_02,1,1,259200,120000,0,201005001,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,17,FortFruitOdds_8,36000,17,0,0
10030125,10030125,100301,25,10030126,,100301_IMG_03_03,TW02_100301_IMG_03_03,1,1,259200,140000,0,201005001,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,17,FortFruitOdds_9,36000,17,0,0
10030126,10030126,100301,26,10030127,,100301_IMG_03_03,TW02_100301_IMG_03_03,1,1,259200,160000,0,201005001,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,17,FortFruitOdds_9,35100,17,0,0
10030127,10030127,100301,27,0,,100301_IMG_03_03,TW02_100301_IMG_03_03,1,1,259200,180000,0,201005001,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,18,FortFruitOdds_9,35100,18,0,0
10040101,10040101,100401,1,10040102,,100401_IMG_01_01,TW02_100401_IMG_01_01,1,1,3,200,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0.5,0.5,0,0,0,0,0,,0,0,0,0
10040102,10040102,100401,2,10040103,,100401_IMG_01_01,TW02_100401_IMG_01_01,1,1,30,400,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.5,0,0,0,0,0,,0,0,0,0
10040103,10040103,100401,3,10040104,,100401_IMG_01_01,TW02_100401_IMG_01_01,1,1,60,600,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,,0,0,0,0
10040104,10040104,100401,4,10040105,,100401_IMG_01_02,TW02_100401_IMG_01_02,1,1,180,800,0,104001011,1,0,0,0,0,0,0,0,0,2,1,0,1.5,1,0,0,0,0,0,,0,0,0,0
10040105,10040105,100401,5,10040106,,100401_IMG_01_02,TW02_100401_IMG_01_02,1,1,300,1000,0,104001011,3,0,0,0,0,0,0,0,0,2,1,0,1.5,1.5,0,0,0,0,0,,0,0,0,0
10040106,10040106,100401,6,10040107,,100401_IMG_01_02,TW02_100401_IMG_01_02,1,1,600,1200,0,104001011,5,0,0,0,0,0,0,0,0,2,1,0,2,1.5,0,0,0,0,0,,0,0,0,0
10040107,10040107,100401,7,10040108,,100401_IMG_01_03,TW02_100401_IMG_01_03,1,1,1200,1500,0,104001011,5,0,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,,0,0,0,0
10040108,10040108,100401,8,10040109,,100401_IMG_01_03,TW02_100401_IMG_01_03,1,1,2400,2000,0,104001011,5,0,0,0,0,0,0,0,0,2,1,0,2.5,2,0,0,0,0,0,,0,0,0,0
10040109,10040109,100401,9,10040110,,100401_IMG_01_03,TW02_100401_IMG_01_03,1,1,3600,2500,0,104001011,7,0,0,0,0,0,0,0,0,2,1,0,2.5,2.5,0,0,0,0,0,,0,0,0,0
10040110,10040110,100401,10,10040111,,100401_IMG_01_03,TW02_100401_IMG_01_03,1,1,7200,3000,0,104001011,7,0,0,0,0,0,0,0,0,2,1,0,3,2.5,0,0,0,0,0,,0,0,0,0
10040111,10040111,100401,11,10040112,,100401_IMG_01_04,TW02_100401_IMG_01_04,1,12,10800,4000,0,104001011,10,104001012,1,0,0,0,0,0,0,2,1,0,3,3,0,0,0,0,0,,0,0,0,0
10040112,10040112,100401,12,10040113,,100401_IMG_01_04,TW02_100401_IMG_01_04,1,12,14400,5000,0,104001011,10,104001012,1,0,0,0,0,0,0,2,1,0,3.5,3,0,0,0,0,0,,0,0,0,0
10040113,10040113,100401,13,10040114,,100401_IMG_01_04,TW02_100401_IMG_01_04,1,12,18000,6000,0,104001011,10,104001012,1,0,0,0,0,0,0,2,1,0,3.5,3.5,0,0,0,0,0,,0,0,0,0
10040114,10040114,100401,14,10040115,,100401_IMG_01_04,TW02_100401_IMG_01_04,1,12,21600,7000,0,104001011,15,104001012,2,0,0,0,0,0,0,2,1,0,4,3.5,0,0,0,0,0,,0,0,0,0
10040115,10040115,100401,15,10040116,,100401_IMG_01_04,TW02_100401_IMG_01_04,1,12,25200,8000,0,104001011,15,104001012,2,0,0,0,0,0,0,2,1,0,4,4,0,0,0,0,0,,0,0,0,0
10040116,10040116,100401,16,10040117,,100401_IMG_02_01,TW02_100401_IMG_02_01,1,24,28800,10000,0,104001011,20,104001012,3,0,0,0,0,0,0,2,1,0,4.5,4,0,0,0,0,0,,0,0,0,0
10040117,10040117,100401,17,10040118,,100401_IMG_02_01,TW02_100401_IMG_02_01,1,24,36000,12000,0,104001011,20,104001012,3,0,0,0,0,0,0,2,1,0,4.5,4.5,0,0,0,0,0,,0,0,0,0
10040118,10040118,100401,18,10040119,,100401_IMG_02_01,TW02_100401_IMG_02_01,1,24,43200,14000,0,104001011,20,104001012,3,0,0,0,0,0,0,2,1,0,5,4.5,0,0,0,0,0,,0,0,0,0
10040119,10040119,100401,19,10040120,,100401_IMG_02_01,TW02_100401_IMG_02_01,1,24,50400,16000,0,104001011,30,104001012,4,0,0,0,0,0,0,2,1,0,5,5,0,0,0,0,0,,0,0,0,0
10040120,10040120,100401,20,10040121,,100401_IMG_02_01,TW02_100401_IMG_02_01,1,24,57600,18000,0,104001011,30,104001012,4,0,0,0,0,0,0,2,1,0,5.5,5,0,0,0,0,0,,0,0,0,0
10040121,10040121,100401,21,10040122,,100401_IMG_02_02,TW02_100401_IMG_02_02,1,37,64800,20000,0,104001011,50,104001012,6,104001013,1,0,0,0,0,2,1,0,5.5,5.5,0,0,0,0,0,,0,0,0,0
10040122,10040122,100401,22,10040123,,100401_IMG_02_02,TW02_100401_IMG_02_02,1,37,72000,22000,0,104001011,50,104001012,6,104001013,1,0,0,0,0,2,1,0,6,5.5,0,0,0,0,0,,0,0,0,0
10040123,10040123,100401,23,10040124,,100401_IMG_02_02,TW02_100401_IMG_02_02,1,37,79200,24000,0,104001011,50,104001012,6,104001013,1,0,0,0,0,2,1,0,6,6,0,0,0,0,0,,0,0,0,0
10040124,10040124,100401,24,10040125,,100401_IMG_02_02,TW02_100401_IMG_02_02,1,37,86400,26000,0,104001011,70,104001012,8,104001013,1,0,0,0,0,2,1,0,6.5,6,0,0,0,0,0,,0,0,0,0
10040125,10040125,100401,25,10040126,,100401_IMG_02_02,TW02_100401_IMG_02_02,1,37,100800,28000,0,104001011,70,104001012,8,104001013,1,0,0,0,0,2,1,0,6.5,6.5,0,0,0,0,0,,0,0,0,0
10040126,10040126,100401,26,10040127,,100401_IMG_02_03,TW02_100401_IMG_02_03,1,67,115200,30000,0,104001011,100,104001012,10,104001013,2,0,0,0,0,2,1,0,7,6.5,0,0,0,0,0,,0,0,0,0
10040127,10040127,100401,27,10040128,,100401_IMG_02_03,TW02_100401_IMG_02_03,1,67,129600,32000,0,104001011,100,104001012,10,104001013,2,0,0,0,0,2,1,0,7,7,0,0,0,0,0,,0,0,0,0
10040128,10040128,100401,28,10040129,,100401_IMG_02_03,TW02_100401_IMG_02_03,1,67,144000,34000,0,104001011,100,104001012,10,104001013,2,0,0,0,0,2,1,0,7.5,7,0,0,0,0,0,,0,0,0,0
10040129,10040129,100401,29,10040130,,100401_IMG_02_03,TW02_100401_IMG_02_03,1,67,158400,36000,0,104001011,150,104001012,12,104001013,3,0,0,0,0,2,1,0,7.5,7.5,0,0,0,0,0,,0,0,0,0
10040130,10040130,100401,30,10040131,,100401_IMG_02_03,TW02_100401_IMG_02_03,1,67,172800,38000,0,104001011,150,104001012,12,104001013,3,0,0,0,0,2,1,0,8,7.5,0,0,0,0,0,,0,0,0,0
10040131,10040131,100401,31,10040132,,100401_IMG_03_01,TW02_100401_IMG_03_01,1,82,187200,42000,0,104001011,200,104001012,15,104001013,5,0,0,0,0,2,1,0,8,8,0,0,0,0,0,,0,0,0,0
10040132,10040132,100401,32,10040133,,100401_IMG_03_01,TW02_100401_IMG_03_01,1,82,201600,46000,0,104001011,200,104001012,15,104001013,5,0,0,0,0,2,1,0,8.5,8,0,0,0,0,0,,0,0,0,0
10040133,10040133,100401,33,10040134,,100401_IMG_03_01,TW02_100401_IMG_03_01,1,82,216000,50000,0,104001011,200,104001012,15,104001013,5,0,0,0,0,2,1,0,8.5,8.5,0,0,0,0,0,,0,0,0,0
10040134,10040134,100401,34,10040135,,100401_IMG_03_01,TW02_100401_IMG_03_01,1,82,230400,54000,0,104001011,250,104001012,18,104001013,7,0,0,0,0,2,1,0,9,8.5,0,0,0,0,0,,0,0,0,0
10040135,10040135,100401,35,10040136,,100401_IMG_03_01,TW02_100401_IMG_03_01,1,82,244800,58000,0,104001011,250,104001012,18,104001013,7,0,0,0,0,2,1,0,9,9,0,0,0,0,0,,0,0,0,0
