_EntriesKey,_Id,_Title,_GroupId,_BaseId,_VariationId,_StoryReleaseType,_ReleaseTriggerId,_ReleaseStep,_UnlockQuestStoryId,_UnlockTriggerStoryId,_SortId
100003012,100003012,STORY_UNIT_NAME_100003012,10000300,100003,1,2,10440301,1,0,100003011,0
100003013,100003013,STORY_UNIT_NAME_100003013,10000300,100003,1,2,10440301,2,0,100003012,0
100003014,100003014,STORY_UNIT_NAME_100003014,10000300,100003,1,2,10440301,3,0,100003013,0
100003015,100003015,STORY_UNIT_NAME_100003015,10000300,100003,1,2,10440301,4,0,100003014,0
100003071,100003071,STORY_UNIT_NAME_100003071,10000300,100003,7,1,10150301,0,1000709,0,20190327
100003072,100003072,STORY_UNIT_NAME_100003072,10000300,100003,7,2,10150301,1,0,100003071,20190327
100003073,100003073,STORY_UNIT_NAME_100003073,10000300,100003,7,2,10150301,2,0,100003072,20190327
100003074,100003074,STORY_UNIT_NAME_100003074,10000300,100003,7,2,10150301,3,0,100003073,20190327
100003075,100003075,STORY_UNIT_NAME_100003075,10000300,100003,7,2,10150301,4,0,100003074,20190327
100003021,100003021,STORY_UNIT_NAME_100003021,10000300,100003,2,1,10240202,0,0,0,20190731
100003022,100003022,STORY_UNIT_NAME_100003022,10000300,100003,2,2,10240202,1,0,100003021,20190731
100003023,100003023,STORY_UNIT_NAME_100003023,10000300,100003,2,2,10240202,2,0,100003022,20190731
100003024,100003024,STORY_UNIT_NAME_100003024,10000300,100003,2,2,10240202,3,0,100003023,20190731
100003025,100003025,STORY_UNIT_NAME_100003025,10000300,100003,2,2,10240202,4,0,100003024,20190731
100003101,100003101,STORY_UNIT_NAME_100003101,10000300,100003,10,1,10450103,0,0,0,20210415
100003102,100003102,STORY_UNIT_NAME_100003102,10000300,100003,10,2,10450103,1,0,100003101,20210415
100003103,100003103,STORY_UNIT_NAME_100003103,10000300,100003,10,2,10450103,2,0,100003102,20210415
100003104,100003104,STORY_UNIT_NAME_100003104,10000300,100003,10,2,10450103,3,0,100003103,20210415
100003105,100003105,STORY_UNIT_NAME_100003105,10000300,100003,10,2,10450103,4,0,100003104,20210415
100004011,100004011,STORY_UNIT_NAME_100004011,10000400,100004,1,1,10840501,0,0,0,0
100004012,100004012,STORY_UNIT_NAME_100004012,10000400,100004,1,2,10840501,1,0,100004011,0
100004013,100004013,STORY_UNIT_NAME_100004013,10000400,100004,1,2,10840501,2,0,100004012,0
100004014,100004014,STORY_UNIT_NAME_100004014,10000400,100004,1,2,10840501,3,0,100004013,0
100004015,100004015,STORY_UNIT_NAME_100004015,10000400,100004,1,2,10840501,4,0,100004014,0
100004021,100004021,STORY_UNIT_NAME_100004021,10000400,100004,2,1,10350201,0,0,0,20181217
100004022,100004022,STORY_UNIT_NAME_100004022,10000400,100004,2,2,10350201,1,0,100004021,20181217
100004023,100004023,STORY_UNIT_NAME_100004023,10000400,100004,2,2,10350201,2,0,100004022,20181217
100004024,100004024,STORY_UNIT_NAME_100004024,10000400,100004,2,2,10350201,3,0,100004023,20181217
100004025,100004025,STORY_UNIT_NAME_100004025,10000400,100004,2,2,10350201,4,0,100004024,20181217
100004101,100004101,STORY_UNIT_NAME_100004101,10000400,100004,10,1,10750502,0,1000111,0,20190726
100004102,100004102,STORY_UNIT_NAME_100004102,10000400,100004,10,2,10750502,1,0,100004101,20190726
100004103,100004103,STORY_UNIT_NAME_100004103,10000400,100004,10,2,10750502,2,0,100004102,20190726
100004104,100004104,STORY_UNIT_NAME_100004104,10000400,100004,10,2,10750502,3,0,100004103,20190726
100004105,100004105,STORY_UNIT_NAME_100004105,10000400,100004,10,2,10750502,4,0,100004104,20190726
100004041,100004041,STORY_UNIT_NAME_100004041,10000400,100004,4,1,10650401,0,0,0,20190813
100004042,100004042,STORY_UNIT_NAME_100004042,10000400,100004,4,2,10650401,1,0,100004041,20190813
100004043,100004043,STORY_UNIT_NAME_100004043,10000400,100004,4,2,10650401,2,0,100004042,20190813
100004044,100004044,STORY_UNIT_NAME_100004044,10000400,100004,4,2,10650401,3,0,100004043,20190813
100004045,100004045,STORY_UNIT_NAME_100004045,10000400,100004,4,2,10650401,4,0,100004044,20190813
100004171,100004171,STORY_UNIT_NAME_100004171,10000400,100004,17,1,10750203,0,0,0,20201130
100004172,100004172,STORY_UNIT_NAME_100004172,10000400,100004,17,2,10750203,1,0,100004171,20201130
100004173,100004173,STORY_UNIT_NAME_100004173,10000400,100004,17,2,10750203,2,0,100004172,20201130
100004174,100004174,STORY_UNIT_NAME_100004174,10000400,100004,17,2,10750203,3,0,100004173,20201130
100004175,100004175,STORY_UNIT_NAME_100004175,10000400,100004,17,2,10750203,4,0,100004174,20201130
100004191,100004191,STORY_UNIT_NAME_100004191,10000400,100004,19,1,10750105,0,0,0,20210813
100004192,100004192,STORY_UNIT_NAME_100004192,10000400,100004,19,2,10750105,1,0,100004191,20210813
100004193,100004193,STORY_UNIT_NAME_100004193,10000400,100004,19,2,10750105,2,0,100004192,20210813
100004194,100004194,STORY_UNIT_NAME_100004194,10000400,100004,19,2,10750105,3,0,100004193,20210813
100004195,100004195,STORY_UNIT_NAME_100004195,10000400,100004,19,2,10750105,4,0,100004194,20210813
100005011,100005011,STORY_UNIT_NAME_100005011,10000500,100005,1,1,10340502,0,0,0,0
100005012,100005012,STORY_UNIT_NAME_100005012,10000500,100005,1,2,10340502,1,0,100005011,0
100005013,100005013,STORY_UNIT_NAME_100005013,10000500,100005,1,2,10340502,2,0,100005012,0
100005014,100005014,STORY_UNIT_NAME_100005014,10000500,100005,1,2,10340502,3,0,100005013,0
100005015,100005015,STORY_UNIT_NAME_100005015,10000500,100005,1,2,10340502,4,0,100005014,0
100005021,100005021,STORY_UNIT_NAME_100005021,10000500,100005,2,1,10150502,0,0,0,20200327
100005022,100005022,STORY_UNIT_NAME_100005022,10000500,100005,2,2,10150502,1,0,100005021,20200327
100005023,100005023,STORY_UNIT_NAME_100005023,10000500,100005,2,2,10150502,2,0,100005022,20200327
100005024,100005024,STORY_UNIT_NAME_100005024,10000500,100005,2,2,10150502,3,0,100005023,20200327
100005025,100005025,STORY_UNIT_NAME_100005025,10000500,100005,2,2,10150502,4,0,100005024,20200327
100005081,100005081,STORY_UNIT_NAME_100005081,10000500,100005,8,1,10650103,0,0,0,20210628
100005082,100005082,STORY_UNIT_NAME_100005082,10000500,100005,8,2,10650103,1,0,100005081,20210628
100005083,100005083,STORY_UNIT_NAME_100005083,10000500,100005,8,2,10650103,2,0,100005082,20210628
100005084,100005084,STORY_UNIT_NAME_100005084,10000500,100005,8,2,10650103,3,0,100005083,20210628
100005085,100005085,STORY_UNIT_NAME_100005085,10000500,100005,8,2,10650103,4,0,100005084,20210628
100006011,100006011,STORY_UNIT_NAME_100006011,10000600,100006,1,1,10640401,0,0,0,0
100006012,100006012,STORY_UNIT_NAME_100006012,10000600,100006,1,2,10640401,1,0,100006011,0
100006013,100006013,STORY_UNIT_NAME_100006013,10000600,100006,1,2,10640401,2,0,100006012,0
100006014,100006014,STORY_UNIT_NAME_100006014,10000600,100006,1,2,10640401,3,0,100006013,0
100006015,100006015,STORY_UNIT_NAME_100006015,10000600,100006,1,2,10640401,4,0,100006014,0
100006031,100006031,STORY_UNIT_NAME_100006031,10000600,100006,3,1,10440401,0,0,0,20190813
100006032,100006032,STORY_UNIT_NAME_100006032,10000600,100006,3,2,10440401,1,0,100006031,20190813
100006033,100006033,STORY_UNIT_NAME_100006033,10000600,100006,3,2,10440401,2,0,100006032,20190813
100006034,100006034,STORY_UNIT_NAME_100006034,10000600,100006,3,2,10440401,3,0,100006033,20190813
100006035,100006035,STORY_UNIT_NAME_100006035,10000600,100006,3,2,10440401,4,0,100006034,20190813
100006091,100006091,STORY_UNIT_NAME_100006091,10000600,100006,9,1,10250402,0,0,0,20200123
100006092,100006092,STORY_UNIT_NAME_100006092,10000600,100006,9,2,10250402,1,0,100006091,20200123
100006093,100006093,STORY_UNIT_NAME_100006093,10000600,100006,9,2,10250402,2,0,100006092,20200123
100006094,100006094,STORY_UNIT_NAME_100006094,10000600,100006,9,2,10250402,3,0,100006093,20200123
100006095,100006095,STORY_UNIT_NAME_100006095,10000600,100006,9,2,10250402,4,0,100006094,20200123
100006111,100006111,STORY_UNIT_NAME_100006111,10000600,100006,11,1,10450304,0,0,0,20210114
100006112,100006112,STORY_UNIT_NAME_100006112,10000600,100006,11,2,10450304,1,0,100006111,20210114
100006113,100006113,STORY_UNIT_NAME_100006113,10000600,100006,11,2,10450304,2,0,100006112,20210114
100006114,100006114,STORY_UNIT_NAME_100006114,10000600,100006,11,2,10450304,3,0,100006113,20210114
100006115,100006115,STORY_UNIT_NAME_100006115,10000600,100006,11,2,10450304,4,0,100006114,20210114
100007071,100007071,STORY_UNIT_NAME_100007071,10000700,100007,7,1,10350303,0,0,0,20210327
100007072,100007072,STORY_UNIT_NAME_100007072,10000700,100007,7,2,10350303,1,0,100007071,20210327
100007073,100007073,STORY_UNIT_NAME_100007073,10000700,100007,7,2,10350303,2,0,100007072,20210327
100007074,100007074,STORY_UNIT_NAME_100007074,10000700,100007,7,2,10350303,3,0,100007073,20210327
100007075,100007075,STORY_UNIT_NAME_100007075,10000700,100007,7,2,10350303,4,0,100007074,20210327
100007101,100007101,STORY_UNIT_NAME_100007101,10000700,100007,10,1,10850403,0,0,0,20220113
100007102,100007102,STORY_UNIT_NAME_100007102,10000700,100007,10,2,10850403,1,0,100007101,20220113
100007103,100007103,STORY_UNIT_NAME_100007103,10000700,100007,10,2,10850403,2,0,100007102,20220113
100007104,100007104,STORY_UNIT_NAME_100007104,10000700,100007,10,2,10850403,3,0,100007103,20220113
100007105,100007105,STORY_UNIT_NAME_100007105,10000700,100007,10,2,10850403,4,0,100007104,20220113
100008041,100008041,STORY_UNIT_NAME_100008041,10000800,100008,4,1,10850303,0,0,0,20220214
100008042,100008042,STORY_UNIT_NAME_100008042,10000800,100008,4,2,10850303,1,0,100008041,20220214
100008043,100008043,STORY_UNIT_NAME_100008043,10000800,100008,4,2,10850303,2,0,100008042,20220214
100008044,100008044,STORY_UNIT_NAME_100008044,10000800,100008,4,2,10850303,3,0,100008043,20220214
100008045,100008045,STORY_UNIT_NAME_100008045,10000800,100008,4,2,10850303,4,0,100008044,20220214
100009071,100009071,STORY_UNIT_NAME_100009071,10000901,100009,7,1,10750504,0,0,0,20200622
100009072,100009072,STORY_UNIT_NAME_100009072,10000901,100009,7,2,10750504,1,0,100009071,20200622
100009073,100009073,STORY_UNIT_NAME_100009073,10000901,100009,7,2,10750504,2,0,100009072,20200622
100009074,100009074,STORY_UNIT_NAME_100009074,10000901,100009,7,2,10750504,3,0,100009073,20200622
100009075,100009075,STORY_UNIT_NAME_100009075,10000901,100009,7,2,10750504,4,0,100009074,20200622
100009081,100009081,STORY_UNIT_NAME_100009081,10000901,100009,8,1,10850402,0,0,0,20200929
100009082,100009082,STORY_UNIT_NAME_100009082,10000901,100009,8,2,10850402,1,0,100009081,20200929
100009083,100009083,STORY_UNIT_NAME_100009083,10000901,100009,8,2,10850402,2,0,100009082,20200929
100009084,100009084,STORY_UNIT_NAME_100009084,10000901,100009,8,2,10850402,3,0,100009083,20200929
100009085,100009085,STORY_UNIT_NAME_100009085,10000901,100009,8,2,10850402,4,0,100009084,20200929
100010041,100010041,STORY_UNIT_NAME_100010041,10001000,100010,4,1,10550101,0,1000311,0,20190528
100010042,100010042,STORY_UNIT_NAME_100010042,10001000,100010,4,2,10550101,1,0,100010041,20190528
100010043,100010043,STORY_UNIT_NAME_100010043,10001000,100010,4,2,10550101,2,0,100010042,20190528
100010044,100010044,STORY_UNIT_NAME_100010044,10001000,100010,4,2,10550101,3,0,100010043,20190528
100010045,100010045,STORY_UNIT_NAME_100010045,10001000,100010,4,2,10550101,4,0,100010044,20190528
100010071,100010071,STORY_UNIT_NAME_100010071,10001000,100010,7,1,10450102,0,1000311,0,20191018
100010072,100010072,STORY_UNIT_NAME_100010072,10001000,100010,7,2,10450102,1,0,100010071,20191018
100010073,100010073,STORY_UNIT_NAME_100010073,10001000,100010,7,2,10450102,2,0,100010072,20191018
100010074,100010074,STORY_UNIT_NAME_100010074,10001000,100010,7,2,10450102,3,0,100010073,20191018
100010075,100010075,STORY_UNIT_NAME_100010075,10001000,100010,7,2,10450102,4,0,100010074,20191018
100010101,100010101,STORY_UNIT_NAME_100010101,10001000,100010,10,1,10950502,0,0,0,20210705
100010102,100010102,STORY_UNIT_NAME_100010102,10001000,100010,10,2,10950502,1,0,100010101,20210705
100010103,100010103,STORY_UNIT_NAME_100010103,10001000,100010,10,2,10950502,2,0,100010102,20210705
100010104,100010104,STORY_UNIT_NAME_100010104,10001000,100010,10,2,10950502,3,0,100010103,20210705
100010105,100010105,STORY_UNIT_NAME_100010105,10001000,100010,10,2,10950502,4,0,100010104,20210705
100013041,100013041,STORY_UNIT_NAME_100013041,10001300,100013,4,1,10950101,0,0,0,20201127
100013042,100013042,STORY_UNIT_NAME_100013042,10001300,100013,4,2,10950101,1,0,100013041,20201127
100013043,100013043,STORY_UNIT_NAME_100013043,10001300,100013,4,2,10950101,2,0,100013042,20201127
100013044,100013044,STORY_UNIT_NAME_100013044,10001300,100013,4,2,10950101,3,0,100013043,20201127
100013045,100013045,STORY_UNIT_NAME_100013045,10001300,100013,4,2,10950101,4,0,100013044,20201127
100013061,100013061,STORY_UNIT_NAME_100013061,10001300,100013,6,1,10550503,0,0,0,20210730
100013062,100013062,STORY_UNIT_NAME_100013062,10001300,100013,6,2,10550503,1,0,100013061,20210730
100013063,100013063,STORY_UNIT_NAME_100013063,10001300,100013,6,2,10550503,2,0,100013062,20210730
100013064,100013064,STORY_UNIT_NAME_100013064,10001300,100013,6,2,10550503,3,0,100013063,20210730
100013065,100013065,STORY_UNIT_NAME_100013065,10001300,100013,6,2,10550503,4,0,100013064,20210730
100014031,100014031,STORY_UNIT_NAME_100014031,10001400,100014,3,1,10550306,0,0,0,20220204
100014032,100014032,STORY_UNIT_NAME_100014032,10001400,100014,3,2,10550306,1,0,100014031,20220204
100014033,100014033,STORY_UNIT_NAME_100014033,10001400,100014,3,2,10550306,2,0,100014032,20220204
100014034,100014034,STORY_UNIT_NAME_100014034,10001400,100014,3,2,10550306,3,0,100014033,20220204
100014035,100014035,STORY_UNIT_NAME_100014035,10001400,100014,3,2,10550306,4,0,100014034,20220204
100015041,100015041,STORY_UNIT_NAME_100015041,10001500,100015,4,1,10650503,0,0,0,20201022
100015042,100015042,STORY_UNIT_NAME_100015042,10001500,100015,4,2,10650503,1,0,100015041,20201022
100015043,100015043,STORY_UNIT_NAME_100015043,10001500,100015,4,2,10650503,2,0,100015042,20201022
100015044,100015044,STORY_UNIT_NAME_100015044,10001500,100015,4,2,10650503,3,0,100015043,20201022
100015045,100015045,STORY_UNIT_NAME_100015045,10001500,100015,4,2,10650503,4,0,100015044,20201022
100015051,100015051,STORY_UNIT_NAME_100015051,10001500,100015,5,1,10950501,0,0,0,20210127
100015052,100015052,STORY_UNIT_NAME_100015052,10001500,100015,5,2,10950501,1,0,100015051,20210127
100015053,100015053,STORY_UNIT_NAME_100015053,10001500,100015,5,2,10950501,2,0,100015052,20210127
100015054,100015054,STORY_UNIT_NAME_100015054,10001500,100015,5,2,10950501,3,0,100015053,20210127
100015055,100015055,STORY_UNIT_NAME_100015055,10001500,100015,5,2,10950501,4,0,100015054,20210127
100015081,100015081,STORY_UNIT_NAME_100015081,10001500,100015,8,1,10750404,0,0,0,20210804
100015082,100015082,STORY_UNIT_NAME_100015082,10001500,100015,8,2,10750404,1,0,100015081,20210804
100015083,100015083,STORY_UNIT_NAME_100015083,10001500,100015,8,2,10750404,2,0,100015082,20210804
100015084,100015084,STORY_UNIT_NAME_100015084,10001500,100015,8,2,10750404,3,0,100015083,20210804
100015085,100015085,STORY_UNIT_NAME_100015085,10001500,100015,8,2,10750404,4,0,100015084,20210804
100016031,100016031,STORY_UNIT_NAME_100016031,10001600,100016,3,1,10450406,0,0,0,20220204
100016032,100016032,STORY_UNIT_NAME_100016032,10001600,100016,3,2,10450406,1,0,100016031,20220204
100016033,100016033,STORY_UNIT_NAME_100016033,10001600,100016,3,2,10450406,2,0,100016032,20220204
100016034,100016034,STORY_UNIT_NAME_100016034,10001600,100016,3,2,10450406,3,0,100016033,20220204
100016035,100016035,STORY_UNIT_NAME_100016035,10001600,100016,3,2,10450406,4,0,100016034,20220204
100017031,100017031,STORY_UNIT_NAME_100017031,10001700,100017,3,1,10750204,0,0,0,20220131
100017032,100017032,STORY_UNIT_NAME_100017032,10001700,100017,3,2,10750204,1,0,100017031,20220131
100017033,100017033,STORY_UNIT_NAME_100017033,10001700,100017,3,2,10750204,2,0,100017032,20220131
100017034,100017034,STORY_UNIT_NAME_100017034,10001700,100017,3,2,10750204,3,0,100017033,20220131
100017035,100017035,STORY_UNIT_NAME_100017035,10001700,100017,3,2,10750204,4,0,100017034,20220131
100018021,100018021,STORY_UNIT_NAME_100018021,10001800,100018,2,1,10150303,0,0,0,20200529
100018022,100018022,STORY_UNIT_NAME_100018022,10001800,100018,2,2,10150303,1,0,100018021,20200529
100018023,100018023,STORY_UNIT_NAME_100018023,10001800,100018,2,2,10150303,2,0,100018022,20200529
100018024,100018024,STORY_UNIT_NAME_100018024,10001800,100018,2,2,10150303,3,0,100018023,20200529
100018025,100018025,STORY_UNIT_NAME_100018025,10001800,100018,2,2,10150303,4,0,100018024,20200529
100018071,100018071,STORY_UNIT_NAME_100018071,10001800,100018,7,1,10150405,0,0,0,20210903
100018072,100018072,STORY_UNIT_NAME_100018072,10001800,100018,7,2,10150405,1,0,100018071,20210903
100018073,100018073,STORY_UNIT_NAME_100018073,10001800,100018,7,2,10150405,2,0,100018072,20210903
100018074,100018074,STORY_UNIT_NAME_100018074,10001800,100018,7,2,10150405,3,0,100018073,20210903
100018075,100018075,STORY_UNIT_NAME_100018075,10001800,100018,7,2,10150405,4,0,100018074,20210903
100019021,100019021,STORY_UNIT_NAME_100019021,10001900,100019,2,1,10250305,0,0,0,20210930
100019022,100019022,STORY_UNIT_NAME_100019022,10001900,100019,2,2,10250305,1,0,100019021,20210930
100019023,100019023,STORY_UNIT_NAME_100019023,10001900,100019,2,2,10250305,2,0,100019022,20210930
100019024,100019024,STORY_UNIT_NAME_100019024,10001900,100019,2,2,10250305,3,0,100019023,20210930
100019025,100019025,STORY_UNIT_NAME_100019025,10001900,100019,2,2,10250305,4,0,100019024,20210930
100029021,100029021,STORY_UNIT_NAME_100029021,10002900,100029,2,1,10650101,0,1000210,0,20190110
100029022,100029022,STORY_UNIT_NAME_100029022,10002900,100029,2,2,10650101,1,0,100029021,20190110
100029023,100029023,STORY_UNIT_NAME_100029023,10002900,100029,2,2,10650101,2,0,100029022,20190110
100029024,100029024,STORY_UNIT_NAME_100029024,10002900,100029,2,2,10650101,3,0,100029023,20190110
100029025,100029025,STORY_UNIT_NAME_100029025,10002900,100029,2,2,10650101,4,0,100029024,20190110
100029031,100029031,STORY_UNIT_NAME_100029031,10002900,100029,3,1,10650202,0,0,0,20200207
100029032,100029032,STORY_UNIT_NAME_100029032,10002900,100029,3,2,10650202,1,0,100029031,20200207
100029033,100029033,STORY_UNIT_NAME_100029033,10002900,100029,3,2,10650202,2,0,100029032,20200207
100029034,100029034,STORY_UNIT_NAME_100029034,10002900,100029,3,2,10650202,3,0,100029033,20200207
100029035,100029035,STORY_UNIT_NAME_100029035,10002900,100029,3,2,10650202,4,0,100029034,20200207
100029041,100029041,STORY_UNIT_NAME_100029041,10002900,100029,4,1,10950203,0,0,0,20210528
100029042,100029042,STORY_UNIT_NAME_100029042,10002900,100029,4,2,10950203,1,0,100029041,20210528
100029043,100029043,STORY_UNIT_NAME_100029043,10002900,100029,4,2,10950203,2,0,100029042,20210528
100029044,100029044,STORY_UNIT_NAME_100029044,10002900,100029,4,2,10950203,3,0,100029043,20210528
100029045,100029045,STORY_UNIT_NAME_100029045,10002900,100029,4,2,10950203,4,0,100029044,20210528
100031031,100031031,STORY_UNIT_NAME_100031031,10003100,100031,3,1,10150503,0,0,0,20210402
100031032,100031032,STORY_UNIT_NAME_100031032,10003100,100031,3,2,10150503,1,0,100031031,20210402
100031033,100031033,STORY_UNIT_NAME_100031033,10003100,100031,3,2,10150503,2,0,100031032,20210402
100031034,100031034,STORY_UNIT_NAME_100031034,10003100,100031,3,2,10150503,3,0,100031033,20210402
100031035,100031035,STORY_UNIT_NAME_100031035,10003100,100031,3,2,10150503,4,0,100031034,20210402
100032011,100032011,STORY_UNIT_NAME_100032011,10003200,100032,1,1,10240101,0,0,0,20191218
100032012,100032012,STORY_UNIT_NAME_100032012,10003200,100032,1,2,10240101,1,0,100032011,20191218
100032013,100032013,STORY_UNIT_NAME_100032013,10003200,100032,1,2,10240101,2,0,100032012,20191218
100032014,100032014,STORY_UNIT_NAME_100032014,10003200,100032,1,2,10240101,3,0,100032013,20191218
100032015,100032015,STORY_UNIT_NAME_100032015,10003200,100032,1,2,10240101,4,0,100032014,20191218
100032041,100032041,STORY_UNIT_NAME_100032041,10003200,100032,4,1,10350102,0,0,0,20200730
100032042,100032042,STORY_UNIT_NAME_100032042,10003200,100032,4,2,10350102,1,0,100032041,20200730
100032043,100032043,STORY_UNIT_NAME_100032043,10003200,100032,4,2,10350102,2,0,100032042,20200730
100032044,100032044,STORY_UNIT_NAME_100032044,10003200,100032,4,2,10350102,3,0,100032043,20200730
100032045,100032045,STORY_UNIT_NAME_100032045,10003200,100032,4,2,10350102,4,0,100032044,20200730
100032071,100032071,STORY_UNIT_NAME_100032071,10003200,100032,7,1,10950403,0,0,0,20211029
100032072,100032072,STORY_UNIT_NAME_100032072,10003200,100032,7,2,10950403,1,0,100032071,20211029
100032073,100032073,STORY_UNIT_NAME_100032073,10003200,100032,7,2,10950403,2,0,100032072,20211029
100032074,100032074,STORY_UNIT_NAME_100032074,10003200,100032,7,2,10950403,3,0,100032073,20211029
100032075,100032075,STORY_UNIT_NAME_100032075,10003200,100032,7,2,10950403,4,0,100032074,20211029
100039031,100039031,STORY_UNIT_NAME_100039031,10003900,100039,3,1,10150504,0,0,0,20220327
100039032,100039032,STORY_UNIT_NAME_100039032,10003900,100039,3,2,10150504,1,0,100039031,20220327
100039033,100039033,STORY_UNIT_NAME_100039033,10003900,100039,3,2,10150504,2,0,100039032,20220327
100039034,100039034,STORY_UNIT_NAME_100039034,10003900,100039,3,2,10150504,3,0,100039033,20220327
100039035,100039035,STORY_UNIT_NAME_100039035,10003900,100039,3,2,10150504,4,0,100039034,20220327
100042021,100042021,STORY_UNIT_NAME_100042021,10004200,100042,2,1,10450104,0,0,0,20211129
100042022,100042022,STORY_UNIT_NAME_100042022,10004200,100042,2,2,10450104,1,0,100042021,20211129
100042023,100042023,STORY_UNIT_NAME_100042023,10004200,100042,2,2,10450104,2,0,100042022,20211129
100042024,100042024,STORY_UNIT_NAME_100042024,10004200,100042,2,2,10450104,3,0,100042023,20211129
100042025,100042025,STORY_UNIT_NAME_100042025,10004200,100042,2,2,10450104,4,0,100042024,20211129
100043021,100043021,STORY_UNIT_NAME_100043021,10004300,100043,2,1,10750205,0,0,0,20220327
100043022,100043022,STORY_UNIT_NAME_100043022,10004300,100043,2,2,10750205,1,0,100043021,20220327
100043023,100043023,STORY_UNIT_NAME_100043023,10004300,100043,2,2,10750205,2,0,100043022,20220327
