_EntriesKey,_Id,_Name,_WeaponType,_Rarity,_ElementalType,_BaseId,_VariationId,_FormId,_DecBaseId,_DecVariationId,_BulletBaseId,_BulletVariationId,_IsPlayable,_Text,_DuplicateEntityType,_DuplicateEntityId,_DuplicateEntityQuantity
30730201,30730201,WEAPON_SKIN_NAME_30730201,7,3,2,307033,1,30201,0,0,0,0,1,,23,0,25
30730301,30730301,WEAPON_SKIN_NAME_30730301,7,3,3,307007,1,30301,0,0,0,0,1,,23,0,25
30730401,30730401,WEAPON_SKIN_NAME_30730401,7,3,4,307021,1,30401,0,0,0,0,1,,23,0,25
30730501,30730501,WEAPON_SKIN_NAME_30730501,7,3,5,307008,1,30501,0,0,0,0,1,,23,0,25
30830101,30830101,WEAPON_SKIN_NAME_30830101,8,3,1,308006,1,30101,0,0,0,0,1,,23,0,25
30830201,30830201,WEAPON_SKIN_NAME_30830201,8,3,2,308007,1,30201,0,0,0,0,1,,23,0,25
30830301,30830301,WEAPON_SKIN_NAME_30830301,8,3,3,308008,1,30301,0,0,0,0,1,,23,0,25
30830401,30830401,WEAPON_SKIN_NAME_30830401,8,3,4,308009,1,30401,0,0,0,0,1,,23,0,25
30830501,30830501,WEAPON_SKIN_NAME_30830501,8,3,5,308020,1,30501,0,0,0,0,1,,23,0,25
30530402,30530402,WEAPON_SKIN_NAME_30530402,5,3,4,305028,1,30401,0,0,0,0,1,,23,0,25
30830402,30830402,WEAPON_SKIN_NAME_30830402,8,3,4,308026,1,30401,0,0,0,0,1,,23,0,25
30149901,30149901,WEAPON_SKIN_NAME_30149901,1,4,99,301040,1,49901,0,0,0,0,1,,0,0,0
30249901,30249901,WEAPON_SKIN_NAME_30249901,2,4,99,302012,1,49901,302012,2,0,0,1,,0,0,0
30349901,30349901,WEAPON_SKIN_NAME_30349901,3,4,99,303033,1,49901,0,0,0,0,1,,0,0,0
30449901,30449901,WEAPON_SKIN_NAME_30449901,4,4,99,304026,1,49901,0,0,0,0,1,,0,0,0
30549901,30549901,WEAPON_SKIN_NAME_30549901,5,4,99,305029,1,49901,0,0,0,0,1,,0,0,0
30649901,30649901,WEAPON_SKIN_NAME_30649901,6,4,99,306013,1,49901,0,0,0,0,1,,0,0,0
30749901,30749901,WEAPON_SKIN_NAME_30749901,7,4,99,307012,1,49901,0,0,0,0,1,,0,0,0
30849901,30849901,WEAPON_SKIN_NAME_30849901,8,4,99,308005,1,49901,0,0,0,0,1,,0,0,0
30949901,30949901,WEAPON_SKIN_NAME_30949901,9,4,99,309002,1,49901,0,0,0,0,1,,0,0,0
30149902,30149902,WEAPON_SKIN_NAME_30149902,1,4,99,301031,1,49901,0,0,0,0,1,,23,0,25
30249902,30249902,WEAPON_SKIN_NAME_30249902,2,4,99,302031,1,49901,302031,2,0,0,1,,23,0,25
30349902,30349902,WEAPON_SKIN_NAME_30349902,3,4,99,303012,1,49901,0,0,0,0,1,,23,0,25
30449902,30449902,WEAPON_SKIN_NAME_30449902,4,4,99,304033,1,49901,0,0,0,0,1,,23,0,25
30549902,30549902,WEAPON_SKIN_NAME_30549902,5,4,99,305040,1,49901,0,0,0,0,1,,23,0,25
30649902,30649902,WEAPON_SKIN_NAME_30649902,6,4,99,306033,1,49901,0,0,0,0,1,,23,0,25
30749902,30749902,WEAPON_SKIN_NAME_30749902,7,4,99,307038,1,49901,0,0,0,0,1,,23,0,25
30849902,30849902,WEAPON_SKIN_NAME_30849902,8,4,99,308013,1,49901,0,0,0,0,1,,23,0,25
30949902,30949902,WEAPON_SKIN_NAME_30949902,9,4,99,309003,1,49901,0,0,0,0,1,,23,0,25
30149903,30149903,WEAPON_SKIN_NAME_30149903,1,4,99,301012,1,49901,0,0,0,0,1,,23,0,25
30249903,30249903,WEAPON_SKIN_NAME_30249903,2,4,99,302032,1,49901,302032,2,0,0,1,,23,0,25
30349903,30349903,WEAPON_SKIN_NAME_30349903,3,4,99,303034,1,49901,0,0,0,0,1,,23,0,25
30449903,30449903,WEAPON_SKIN_NAME_30449903,4,4,99,304034,1,49901,0,0,0,0,1,,23,0,25
30549903,30549903,WEAPON_SKIN_NAME_30549903,5,4,99,305041,1,49901,0,0,0,0,1,,23,0,25
30649903,30649903,WEAPON_SKIN_NAME_30649903,6,4,99,306011,1,49901,0,0,0,0,1,,23,0,25
30749903,30749903,WEAPON_SKIN_NAME_30749903,7,4,99,307039,1,49901,0,0,0,0,1,,23,0,25
30849903,30849903,WEAPON_SKIN_NAME_30849903,8,4,99,308010,1,49901,0,0,0,0,1,,23,0,25
30140104,30140104,WEAPON_SKIN_NAME_30140104,1,4,1,301014,1,40101,0,0,0,0,1,,23,0,25
30140201,30140201,WEAPON_SKIN_NAME_30140201,1,4,2,301009,1,40201,0,0,0,0,1,,23,0,25
30140301,30140301,WEAPON_SKIN_NAME_30140301,1,4,3,301034,1,40301,0,0,0,0,1,,23,0,25
30140401,30140401,WEAPON_SKIN_NAME_30140401,1,4,4,301036,1,40401,0,0,0,0,1,,23,0,25
30140501,30140501,WEAPON_SKIN_NAME_30140501,1,4,5,301011,1,40501,0,0,0,0,1,,23,0,25
30240101,30240101,WEAPON_SKIN_NAME_30240101,2,4,1,302015,1,40101,302015,2,0,0,1,,23,0,25
30240202,30240202,WEAPON_SKIN_NAME_30240202,2,4,2,302022,1,40201,302022,2,0,0,1,,23,0,25
30240301,30240301,WEAPON_SKIN_NAME_30240301,2,4,3,302011,1,40301,302011,2,0,0,1,,23,0,25
30240402,30240402,WEAPON_SKIN_NAME_30240402,2,4,4,302026,1,40401,302026,2,0,0,1,,23,0,25
30240501,30240501,WEAPON_SKIN_NAME_30240501,2,4,5,302029,1,40501,302029,2,0,0,1,,23,0,25
30340101,30340101,WEAPON_SKIN_NAME_30340101,3,4,1,303015,1,40101,0,0,0,0,1,,23,0,25
30340201,30340201,WEAPON_SKIN_NAME_30340201,3,4,2,303018,1,40201,0,0,0,0,1,,23,0,25
30340301,30340301,WEAPON_SKIN_NAME_30340301,3,4,3,303029,1,40301,0,0,0,0,1,,23,0,25
30340401,30340401,WEAPON_SKIN_NAME_30340401,3,4,4,303017,1,40401,0,0,0,0,1,,23,0,25
30340502,30340502,WEAPON_SKIN_NAME_30340502,3,4,5,303011,1,40501,0,0,0,0,1,,23,0,25
30440102,30440102,WEAPON_SKIN_NAME_30440102,4,4,1,304010,1,40101,0,0,0,0,1,,23,0,25
30440201,30440201,WEAPON_SKIN_NAME_30440201,4,4,2,304011,1,40201,0,0,0,0,1,,23,0,25
30440301,30440301,WEAPON_SKIN_NAME_30440301,4,4,3,304016,1,40301,0,0,0,0,1,,23,0,25
30440401,30440401,WEAPON_SKIN_NAME_30440401,4,4,4,304015,1,40401,0,0,0,0,1,,23,0,25
30440501,30440501,WEAPON_SKIN_NAME_30440501,4,4,5,304030,1,40501,0,0,0,0,1,,23,0,25
30540101,30540101,WEAPON_SKIN_NAME_30540101,5,4,1,305031,1,40101,0,0,0,0,1,,23,0,25
30540201,30540201,WEAPON_SKIN_NAME_30540201,5,4,2,305016,1,40201,0,0,0,0,1,,23,0,25
30540302,30540302,WEAPON_SKIN_NAME_30540302,5,4,3,305011,1,40301,0,0,0,0,1,,23,0,25
30540402,30540402,WEAPON_SKIN_NAME_30540402,5,4,4,305012,1,40401,0,0,0,0,1,,23,0,25
30540501,30540501,WEAPON_SKIN_NAME_30540501,5,4,5,305035,1,40501,0,0,0,0,1,,23,0,25
30640102,30640102,WEAPON_SKIN_NAME_30640102,6,4,1,306028,1,40101,0,0,0,0,1,,23,0,25
30640201,30640201,WEAPON_SKIN_NAME_30640201,6,4,2,306010,1,40201,0,0,0,0,1,,23,0,25
30640302,30640302,WEAPON_SKIN_NAME_30640302,6,4,3,306008,1,40301,0,0,0,0,1,,23,0,25
30640403,30640403,WEAPON_SKIN_NAME_30640403,6,4,4,306037,1,40401,0,0,0,0,1,,23,0,25
30640501,30640501,WEAPON_SKIN_NAME_30640501,6,4,5,306016,1,40501,0,0,0,0,1,,23,0,25
30740101,30740101,WEAPON_SKIN_NAME_30740101,7,4,1,307016,1,40101,0,0,0,0,1,,23,0,25
30740201,30740201,WEAPON_SKIN_NAME_30740201,7,4,2,307036,1,40201,0,0,0,0,1,,23,0,25
30740301,30740301,WEAPON_SKIN_NAME_30740301,7,4,3,307018,1,40301,0,0,0,0,1,,23,0,25
30740402,30740402,WEAPON_SKIN_NAME_30740402,7,4,4,307010,1,40401,0,0,0,0,1,,23,0,25
30740501,30740501,WEAPON_SKIN_NAME_30740501,7,4,5,307011,1,40501,0,0,0,0,1,,23,0,25
30840101,30840101,WEAPON_SKIN_NAME_30840101,8,4,1,308021,1,40101,0,0,0,0,1,,23,0,25
30840201,30840201,WEAPON_SKIN_NAME_30840201,8,4,2,308022,1,40201,0,0,0,0,1,,23,0,25
30840301,30840301,WEAPON_SKIN_NAME_30840301,8,4,3,308033,1,40301,0,0,0,0,1,,23,0,25
30840401,30840401,WEAPON_SKIN_NAME_30840401,8,4,4,308018,1,40401,0,0,0,0,1,,23,0,25
30840501,30840501,WEAPON_SKIN_NAME_30840501,8,4,5,308019,1,40501,0,0,0,0,1,,23,0,25
30940102,30940102,WEAPON_SKIN_NAME_30940102,9,4,4,309007,1,40401,0,0,0,0,1,,23,0,25
30940202,30940202,WEAPON_SKIN_NAME_30940202,9,4,2,309005,1,40201,0,0,0,0,1,,23,0,25
30940302,30940302,WEAPON_SKIN_NAME_30940302,9,4,3,309006,1,40301,0,0,0,0,1,,23,0,25
30940402,30940402,WEAPON_SKIN_NAME_30940402,9,4,1,309004,1,40101,0,0,0,0,1,,23,0,25
30940502,30940502,WEAPON_SKIN_NAME_30940502,9,4,5,309008,1,40501,0,0,0,0,1,,23,0,25
30340102,30340102,WEAPON_SKIN_NAME_30340102,3,4,1,303042,1,40101,0,0,0,0,1,,23,0,25
30340202,30340202,WEAPON_SKIN_NAME_30340202,3,4,2,303040,1,40201,0,0,0,0,1,,23,0,25
30340302,30340302,WEAPON_SKIN_NAME_30340302,3,4,3,303050,1,40301,0,0,0,0,1,,23,0,25
30340404,30340404,WEAPON_SKIN_NAME_30340404,3,4,4,303062,1,40401,0,0,0,0,1,,23,0,25
30340507,30340507,WEAPON_SKIN_NAME_30340507,3,4,5,303063,1,40501,0,0,0,0,1,,23,0,25
30540102,30540102,WEAPON_SKIN_NAME_30540102,5,4,1,305047,1,40101,0,0,0,0,1,,23,0,25
30540202,30540202,WEAPON_SKIN_NAME_30540202,5,4,2,305045,1,40201,0,0,0,0,1,,23,0,25
30540304,30540304,WEAPON_SKIN_NAME_30540304,5,4,3,305057,1,40301,0,0,0,0,1,,23,0,25
30540405,30540405,WEAPON_SKIN_NAME_30540405,5,4,4,305070,1,40401,0,0,0,0,1,,23,0,25
30540506,30540506,WEAPON_SKIN_NAME_30540506,5,4,5,305071,1,40501,0,0,0,0,1,,23,0,25
30640103,30640103,WEAPON_SKIN_NAME_30640103,6,4,1,306041,1,40101,0,0,0,0,1,,23,0,25
30640202,30640202,WEAPON_SKIN_NAME_30640202,6,4,2,306039,1,40201,0,0,0,0,1,,23,0,25
30640304,30640304,WEAPON_SKIN_NAME_30640304,6,4,3,306048,1,40301,0,0,0,0,1,,23,0,25
30640406,30640406,WEAPON_SKIN_NAME_30640406,6,4,4,306054,1,40401,0,0,0,0,1,,23,0,25
30640505,30640505,WEAPON_SKIN_NAME_30640505,6,4,5,306055,1,40501,0,0,0,0,1,,23,0,25
30740102,30740102,WEAPON_SKIN_NAME_30740102,7,4,1,307049,1,40101,0,0,0,0,1,,23,0,25
30740202,30740202,WEAPON_SKIN_NAME_30740202,7,4,2,307047,1,40201,0,0,0,0,1,,23,0,25
30740302,30740302,WEAPON_SKIN_NAME_30740302,7,4,3,307054,1,40301,0,0,0,0,1,,23,0,25
30740404,30740404,WEAPON_SKIN_NAME_30740404,7,4,4,307059,1,40401,0,0,0,0,1,,23,0,25
30740506,30740506,WEAPON_SKIN_NAME_30740506,7,4,5,307060,1,40501,0,0,0,0,1,,23,0,25
30240106,30240106,WEAPON_SKIN_NAME_30240106,2,4,1,302071,1,40101,302071,2,0,0,1,,23,0,25
30240208,30240208,WEAPON_SKIN_NAME_30240208,2,4,2,302072,1,40201,302072,2,0,0,1,,23,0,25
30240305,30240305,WEAPON_SKIN_NAME_30240305,2,4,3,302073,1,40301,302073,2,0,0,1,,23,0,25
30240411,30240411,WEAPON_SKIN_NAME_30240411,2,4,4,302074,1,40401,302074,2,0,0,1,,23,0,25
30240502,30240502,WEAPON_SKIN_NAME_30240502,2,4,5,302054,1,40501,302054,2,0,0,1,,23,0,25
30540106,30540106,WEAPON_SKIN_NAME_30540106,5,4,1,305080,1,40101,0,0,0,0,1,,23,0,25
30540207,30540207,WEAPON_SKIN_NAME_30540207,5,4,2,305081,1,40201,0,0,0,0,1,,23,0,25
30540306,30540306,WEAPON_SKIN_NAME_30540306,5,4,3,305082,1,40301,0,0,0,0,1,,23,0,25
30540411,30540411,WEAPON_SKIN_NAME_30540411,5,4,4,305083,1,40401,0,0,0,0,1,,23,0,25
30540504,30540504,WEAPON_SKIN_NAME_30540504,5,4,5,305062,1,40501,0,0,0,0,1,,23,0,25
30640106,30640106,WEAPON_SKIN_NAME_30640106,6,4,1,306066,1,40101,0,0,0,0,1,,23,0,25
30640206,30640206,WEAPON_SKIN_NAME_30640206,6,4,2,306067,1,40201,0,0,0,0,1,,23,0,25
30640306,30640306,WEAPON_SKIN_NAME_30640306,6,4,3,306068,1,40301,0,0,0,0,1,,23,0,25
30640411,30640411,WEAPON_SKIN_NAME_30640411,6,4,4,306069,1,40401,0,0,0,0,1,,23,0,25
30640503,30640503,WEAPON_SKIN_NAME_30640503,6,4,5,306052,1,40501,0,0,0,0,1,,23,0,25
30740105,30740105,WEAPON_SKIN_NAME_30740105,7,4,1,307072,1,40101,0,0,0,0,1,,23,0,25
30740207,30740207,WEAPON_SKIN_NAME_30740207,7,4,2,307073,1,40201,0,0,0,0,1,,23,0,25
30740304,30740304,WEAPON_SKIN_NAME_30740304,7,4,3,307074,1,40301,0,0,0,0,1,,23,0,25
30740409,30740409,WEAPON_SKIN_NAME_30740409,7,4,4,307075,1,40401,0,0,0,0,1,,23,0,25
30740503,30740503,WEAPON_SKIN_NAME_30740503,7,4,5,307056,1,40501,0,0,0,0,1,,23,0,25
30140109,30140109,WEAPON_SKIN_NAME_30140109,1,4,1,301060,1,40101,0,0,0,0,1,,23,0,25
30140202,30140202,WEAPON_SKIN_NAME_30140202,1,4,2,301061,1,40201,0,0,0,0,1,,23,0,25
30140302,30140302,WEAPON_SKIN_NAME_30140302,1,4,3,301048,1,40301,0,0,0,0,1,,23,0,25
30140404,30140404,WEAPON_SKIN_NAME_30140404,1,4,4,301062,1,40401,0,0,0,0,1,,23,0,25
30140502,30140502,WEAPON_SKIN_NAME_30140502,1,4,5,301050,1,40501,0,0,0,0,1,,23,0,25
30240107,30240107,WEAPON_SKIN_NAME_30240107,2,4,1,302075,1,40101,302075,2,0,0,1,,23,0,25
30240206,30240206,WEAPON_SKIN_NAME_30240206,2,4,2,302069,1,40201,302069,2,0,0,1,,23,0,25
30240304,30240304,WEAPON_SKIN_NAME_30240304,2,4,3,302083,1,40301,302083,2,0,0,1,,23,0,25
30240405,30240405,WEAPON_SKIN_NAME_30240405,2,4,4,302070,1,40401,302070,2,0,0,1,,23,0,25
30240503,30240503,WEAPON_SKIN_NAME_30240503,2,4,5,302082,1,40501,302082,2,0,0,1,,23,0,25
30340106,30340106,WEAPON_SKIN_NAME_30340106,3,4,1,303074,1,40101,0,0,0,0,1,,23,0,25
30340206,30340206,WEAPON_SKIN_NAME_30340206,3,4,2,303069,1,40201,0,0,0,0,1,,23,0,25
30340305,30340305,WEAPON_SKIN_NAME_30340305,3,4,3,303078,1,40301,0,0,0,0,1,,23,0,25
30340405,30340405,WEAPON_SKIN_NAME_30340405,3,4,4,303070,1,40401,0,0,0,0,1,,23,0,25
30340504,30340504,WEAPON_SKIN_NAME_30340504,3,4,5,303077,1,40501,0,0,0,0,1,,23,0,25
30440107,30440107,WEAPON_SKIN_NAME_30440107,4,4,1,304051,1,40101,0,0,0,0,1,,23,0,25
30440203,30440203,WEAPON_SKIN_NAME_30440203,4,4,2,304052,1,40201,0,0,0,0,1,,23,0,25
30440302,30440302,WEAPON_SKIN_NAME_30440302,4,4,3,304038,1,40301,0,0,0,0,1,,23,0,25
30440403,30440403,WEAPON_SKIN_NAME_30440403,4,4,4,304053,1,40401,0,0,0,0,1,,23,0,25
30440502,30440502,WEAPON_SKIN_NAME_30440502,4,4,5,304040,1,40501,0,0,0,0,1,,23,0,25
30540107,30540107,WEAPON_SKIN_NAME_30540107,5,4,1,305059,1,40101,0,0,0,0,1,,23,0,25
30540204,30540204,WEAPON_SKIN_NAME_30540204,5,4,2,305060,1,40201,0,0,0,0,1,,23,0,25
30540303,30540303,WEAPON_SKIN_NAME_30540303,5,4,3,305050,1,40301,0,0,0,0,1,,23,0,25
30540403,30540403,WEAPON_SKIN_NAME_30540403,5,4,4,305061,1,40401,0,0,0,0,1,,23,0,25
30540502,30540502,WEAPON_SKIN_NAME_30540502,5,4,5,305052,1,40501,0,0,0,0,1,,23,0,25
30640108,30640108,WEAPON_SKIN_NAME_30640108,6,4,1,306049,1,40101,0,0,0,0,1,,23,0,25
30640203,30640203,WEAPON_SKIN_NAME_30640203,6,4,2,306050,1,40201,0,0,0,0,1,,23,0,25
30640303,30640303,WEAPON_SKIN_NAME_30640303,6,4,3,306044,1,40301,0,0,0,0,1,,23,0,25
30640404,30640404,WEAPON_SKIN_NAME_30640404,6,4,4,306051,1,40401,0,0,0,0,1,,23,0,25
30640502,30640502,WEAPON_SKIN_NAME_30640502,6,4,5,306046,1,40501,0,0,0,0,1,,23,0,25
30140105,30140105,WEAPON_SKIN_NAME_30140105,1,4,1,301053,1,40101,0,0,0,0,1,,23,0,25
30140203,30140203,WEAPON_SKIN_NAME_30140203,1,4,2,301063,1,40201,0,0,0,0,1,,23,0,25
30140304,30140304,WEAPON_SKIN_NAME_30140304,1,4,3,301064,1,40301,0,0,0,0,1,,23,0,25
30140403,30140403,WEAPON_SKIN_NAME_30140403,1,4,4,301065,1,40401,0,0,0,0,1,,23,0,25
30140503,30140503,WEAPON_SKIN_NAME_30140503,1,4,5,301066,1,40501,0,0,0,0,1,,23,0,25
30240102,30240102,WEAPON_SKIN_NAME_30240102,2,4,1,302042,1,40101,302042,2,0,0,1,,23,0,25
30240203,30240203,WEAPON_SKIN_NAME_30240203,2,4,2,302049,1,40201,302049,2,0,0,1,,23,0,25
30240303,30240303,WEAPON_SKIN_NAME_30240303,2,4,3,302050,1,40301,302050,2,0,0,1,,23,0,25
30240404,30240404,WEAPON_SKIN_NAME_30240404,2,4,4,302051,1,40401,302051,2,0,0,1,,23,0,25
30240504,30240504,WEAPON_SKIN_NAME_30240504,2,4,5,302052,1,40501,302052,2,0,0,1,,23,0,25
30340103,30340103,WEAPON_SKIN_NAME_30340103,3,4,1,303045,1,40101,0,0,0,0,1,,23,0,25
30340204,30340204,WEAPON_SKIN_NAME_30340204,3,4,2,303052,1,40201,0,0,0,0,1,,23,0,25
30340303,30340303,WEAPON_SKIN_NAME_30340303,3,4,3,303053,1,40301,0,0,0,0,1,,23,0,25
30340402,30340402,WEAPON_SKIN_NAME_30340402,3,4,4,303054,1,40401,0,0,0,0,1,,23,0,25
30340505,30340505,WEAPON_SKIN_NAME_30340505,3,4,5,303055,1,40501,0,0,0,0,1,,23,0,25
30440105,30440105,WEAPON_SKIN_NAME_30440105,4,4,1,304060,1,40101,0,0,0,0,1,,23,0,25
30440207,30440207,WEAPON_SKIN_NAME_30440207,4,4,2,304061,1,40201,0,0,0,0,1,,23,0,25
30440306,30440306,WEAPON_SKIN_NAME_30440306,4,4,3,304071,1,40301,0,0,0,0,1,,23,0,25
30440404,30440404,WEAPON_SKIN_NAME_30440404,4,4,4,304062,1,40401,0,0,0,0,1,,23,0,25
